pl_name,hostname,tic_id,st_mass,st_masserr1,st_masserr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2
Kepler-1633 b,Kepler-1633,TIC 158789121,1.2,0.173,-0.093,13.516,0.103,-0.103,12.109,0.013,-0.013,0.3875,,,0.0,,
Kepler-1477 b,Kepler-1477,TIC 123314844,0.81,0.041,-0.043,14.72,0.252,-0.252,12.594,0.019,-0.019,0.0911,,,0.0,,
Kepler-1475 b,Kepler-1475,TIC 271970692,1.18,0.155,-0.108,15.36,0.046,-0.046,13.88,0.052,-0.052,0.373,,,0.0,,
Kepler-599 b,Kepler-599,TIC 120686620,0.83,0.038,-0.043,15.067,0.137,-0.137,12.972,0.028,-0.028,0.1128,,,0.0,,
Kepler-969 c,Kepler-969,TIC 158785055,0.92,0.016,-0.016,13.865,0.149,-0.149,11.897,0.016,-0.016,0.0265,0.00013,-0.00013,0.0,,
Kepler-1531 b,Kepler-1531,TIC 120424814,1.16,0.201,-0.115,13.202,0.092,-0.092,11.772,0.029,-0.029,0.02204,0.0002,-0.0002,0.0,,
Kepler-585 b,Kepler-585,TIC 158276273,0.96,0.056,-0.049,14.188,0.137,-0.137,12.403,0.019,-0.019,0.03841,0.00026,-0.00026,0.0,,
Kepler-489 b,Kepler-489,TIC 122607554,0.82,0.026,-0.033,14.221,0.103,-0.103,11.959,0.02,-0.02,0.12109,0.00129,-0.00129,0.0,,
Kepler-1535 b,Kepler-1535,TIC 120961712,1.08,0.041,-0.045,14.385,0.114,-0.114,12.744,0.025,-0.025,0.5329,,,0.0,,
Kepler-1483 b,Kepler-1483,TIC 271752712,1.25,0.206,-0.139,14.52,0.114,-0.114,13.077,0.027,-0.027,0.0958,,,0.0,,
Kepler-545 b,Kepler-545,TIC 122446089,1.04,0.038,-0.038,14.205,0.183,-0.183,12.708,0.026,-0.026,0.11248,0.00101,-0.00101,0.0,,
Kepler-1016 c,Kepler-1016,TIC 271164596,0.99,0.079,-0.069,15.531,0.092,-0.092,13.728,0.047,-0.047,0.43519,0.00467,-0.00467,0.0,,
WASP-21 b,WASP-21,TIC 436478932,1.01,0.03,-0.03,11.59,0.057,-0.057,9.982,0.017,-0.017,0.052,0.00041,-0.00044,0.0,,
Kepler-1536 b,Kepler-1536,TIC 62999585,0.71,0.035,-0.049,15.464,0.126,-0.126,12.55,0.026,-0.026,0.8507,,,0.0,,
Kepler-1636 b,Kepler-1636,TIC 270854684,1.01,0.076,-0.061,15.807,0.218,-0.218,14.231,0.07,-0.07,1.12191,0.01165,-0.01165,0.0,,
Kepler-1637 b,Kepler-1637,TIC 48131596,1.02,0.059,-0.051,13.375,0.092,-0.092,11.778,0.021,-0.021,0.0596,,,0.0,,
Kepler-1486 b,Kepler-1486,TIC 159439931,1.08,0.089,-0.073,15.317,0.126,-0.126,13.896,0.049,-0.049,0.2846,,,0.0,,
Kepler-1485 b,Kepler-1485,TIC 273690208,1.11,0.041,-0.042,13.411,0.092,-0.092,11.724,0.017,-0.017,0.14732,0.0014,-0.0014,0.0,,
Kepler-696 b,Kepler-696,TIC 138219428,1.06,0.083,-0.075,15.308,0.126,-0.126,13.624,0.043,-0.043,0.0535,,,0.0,,
Kepler-1488 b,Kepler-1488,TIC 399825584,1.05,0.068,-0.05,13.146,0.114,-0.114,11.638,0.024,-0.024,0.24153,0.00151,-0.00151,0.0,,
Kepler-1031 b,Kepler-1031,TIC 27769737,1.09,0.095,-0.07,13.877,0.092,-0.092,12.353,0.025,-0.025,0.0218,,,0.0,,
Kepler-1409 b,Kepler-1409,TIC 267745858,0.83,0.038,-0.045,15.391,0.046,-0.046,13.248,0.034,-0.034,0.01553,9e-05,-9e-05,0.0,,
Kepler-1425 b,Kepler-1425,TIC 271347291,0.97,0.071,-0.07,13.681,0.057,-0.057,11.914,0.019,-0.019,0.11435,0.00076,-0.00076,0.0,,
Kepler-1448 b,Kepler-1448,TIC 298834402,0.95,0.058,-0.073,14.592,0.115,-0.115,12.932,0.034,-0.034,0.1058,,,0.0,,
Kepler-1449 b,Kepler-1449,TIC 298962633,1.08,0.072,-0.063,15.142,0.206,-0.206,13.64,0.042,-0.042,0.1176,,,0.0,,
TOI-178 c,TOI-178,TIC 251848941,0.65,0.027,-0.029,11.955,0.035,-0.035,8.656,0.021,-0.021,0.037,0.0011,-0.0011,,,
Kepler-698 b,Kepler-698,TIC 121729607,0.94,0.051,-0.057,15.716,0.217,-0.217,13.799,0.05,-0.05,0.1255,,,0.0,,
Kepler-607 b,Kepler-607,TIC 159579593,0.84,0.041,-0.045,14.672,0.206,-0.206,12.426,0.019,-0.019,0.0137,0.00016,-0.00016,0.0,,
Kepler-1450 b,Kepler-1450,TIC 271162715,0.71,0.032,-0.039,15.923,0.229,-0.229,12.908,0.028,-0.028,0.2401,,,0.0,,
Kepler-580 b,Kepler-580,TIC 237188565,0.67,0.025,-0.028,15.308,0.103,-0.103,12.314,0.029,-0.029,0.0683,,,0.0,,
Kepler-1495 b,Kepler-1495,TIC 120764338,1.03,0.057,-0.057,15.494,0.183,-0.183,13.845,0.045,-0.045,0.3677,,,0.0,,
Kepler-1493 b,Kepler-1493,TIC 121656582,1.06,0.059,-0.053,13.7192,0.0491,-0.0491,11.53,0.02,-0.02,0.1197,,,0.0,,
Kepler-1519 b,Kepler-1519,TIC 351191596,0.94,0.055,-0.059,15.124,0.343,-0.343,13.189,0.035,-0.035,0.7655,,,0.0,,
Kepler-1454 b,Kepler-1454,TIC 267570002,0.9,0.042,-0.048,15.009,0.035,-0.035,13.189,0.033,-0.033,0.2447,,,0.0,,
Kepler-707 b,Kepler-707,TIC 159217349,0.8,0.044,-0.053,15.022,0.195,-0.195,13.004,0.023,-0.023,0.0325,,,0.0,,
Kepler-1452 b,Kepler-1452,TIC 137635103,1.41,0.112,-0.14,13.215,0.103,-0.103,11.635,0.021,-0.021,0.25764,0.00161,-0.00161,0.0,,
Kepler-1497 b,Kepler-1497,TIC 272275278,0.96,0.071,-0.061,15.707,0.024,-0.024,13.699,0.042,-0.042,0.0817,,,0.0,,
Kepler-1496 b,Kepler-1496,TIC 270787590,1.18,0.175,-0.112,14.832,0.069,-0.069,13.225,0.035,-0.035,0.3211,,,0.0,,
Kepler-29 c,Kepler-29,TIC 273875635,0.761,0.024,-0.028,15.547,0.092,-0.092,13.657,0.045,-0.045,0.10027,0.00113,-0.00113,0.0,,
Kepler-602 b,Kepler-602,TIC 272180918,1.08,0.144,-0.097,14.72,0.149,-0.149,12.936,0.025,-0.025,0.1224,,,0.0,,
Kepler-640 b,Kepler-640,TIC 272180958,1.01,0.03,-0.029,13.885,0.137,-0.137,12.113,0.016,-0.016,0.15418,0.00189,-0.00189,0.0,,
Kepler-1458 b,Kepler-1458,TIC 258349285,0.96,0.053,-0.053,14.434,0.092,-0.092,12.509,0.026,-0.026,0.24869,0.00152,-0.00152,0.0,,
Kepler-1457 b,Kepler-1457,TIC 164646534,1.01,0.068,-0.069,14.066,0.137,-0.137,12.542,0.027,-0.027,0.26391,0.00255,-0.00255,0.0,,
Kepler-1498 b,Kepler-1498,TIC 164785771,0.86,0.038,-0.042,15.352,0.005,-0.005,13.238,0.038,-0.038,0.2528,,,0.0,,
Kepler-1073 c,Kepler-1073,TIC 138568416,1.0,0.095,-0.066,14.749,0.08,-0.08,12.924,0.032,-0.032,0.0483,,,0.0,,
Kepler-701 b,Kepler-701,TIC 121795464,0.88,0.04,-0.046,15.056,0.252,-0.252,13.141,0.033,-0.033,0.0895,,,0.0,,
Kepler-708 b,Kepler-708,TIC 270706782,0.97,0.061,-0.058,15.61,0.286,-0.286,13.871,0.052,-0.052,0.0426,,,0.0,,
Kepler-229 b,Kepler-229,TIC 399912169,0.808,0.017,-0.021,16.22,0.024,-0.024,13.785,0.054,-0.054,0.062,,,0.0,,
Kepler-1460 b,Kepler-1460,TIC 352011765,0.7,0.032,-0.047,16.166,0.252,-0.252,13.359,0.04,-0.04,0.1614,,,0.0,,
Kepler-1461 b,Kepler-1461,TIC 279915288,0.79,0.036,-0.046,15.828,0.115,-0.115,13.471,0.035,-0.035,0.1715,,,0.0,,
Kepler-1503 b,Kepler-1503,TIC 270705307,0.77,0.049,-0.066,15.892,0.195,-0.195,13.767,0.046,-0.046,0.3771,,,0.0,,
Kepler-1521 b,Kepler-1521,TIC 137817355,0.81,0.033,-0.036,13.049,0.092,-0.092,10.84,0.029,-0.029,0.23476,0.00107,-0.00107,0.0,,
Kepler-1522 b,Kepler-1522,TIC 267673944,0.96,0.055,-0.058,14.357,0.103,-0.103,12.621,0.024,-0.024,0.0288,,,0.0,,
Kepler-583 b,Kepler-583,TIC 123415040,0.94,0.04,-0.045,14.883,0.195,-0.195,13.09,0.029,-0.029,0.0689,,,0.0,,
Kepler-1463 b,Kepler-1463,TIC 271051532,0.96,0.052,-0.057,15.905,0.332,-0.332,14.015,0.058,-0.058,0.1694,,,0.0,,
Kepler-1462 b,Kepler-1462,TIC 272376022,1.0,0.07,-0.066,15.888,0.115,-0.115,14.058,0.054,-0.054,0.3094,,,0.0,,
Kepler-1464 b,Kepler-1464,TIC 121123737,1.02,0.064,-0.064,14.358,0.092,-0.092,12.507,0.025,-0.025,0.20066,0.00156,-0.00156,0.0,,
Kepler-1504 b,Kepler-1504,TIC 416281986,0.85,0.055,-0.063,15.883,0.172,-0.172,13.834,0.049,-0.049,0.3704,,,0.0,,
Kepler-1505 b,Kepler-1505,TIC 137408775,0.93,0.031,-0.037,13.043,0.057,-0.057,11.406,0.019,-0.019,0.18298,0.00067,-0.00067,0.0,,
Kepler-570 b,Kepler-570,TIC 407001624,0.93,0.042,-0.045,14.451,0.114,-0.114,12.605,0.032,-0.032,0.0497,,,0.0,,
Kepler-667 b,Kepler-667,TIC 27530621,0.91,0.04,-0.038,15.362,0.172,-0.172,13.519,0.047,-0.047,0.2288,,,0.0,,
HATS-28 b,HATS-28,TIC 6663331,0.929,0.036,-0.036,13.981,0.092,-0.092,12.086,0.029,-0.029,0.04131,0.00053,-0.00053,0.202,,
HATS-27 b,HATS-27,TIC 248111245,1.415,0.048,-0.048,12.782,0.069,-0.069,11.55,0.023,-0.023,0.0611,0.00068,-0.00068,0.581,,
Kepler-475 b,Kepler-475,TIC 121108727,0.86,0.027,-0.028,13.512,0.103,-0.103,11.241,0.02,-0.02,0.03989,0.0002,-0.0002,0.0,,
Kepler-738 b,Kepler-738,TIC 158490928,0.86,0.042,-0.049,15.793,0.24,-0.24,13.818,0.041,-0.041,0.1552,,,0.0,,
Kepler-652 b,Kepler-652,TIC 158660814,0.97,0.019,-0.017,13.618,0.08,-0.08,11.737,0.014,-0.014,0.04958,0.00035,-0.00035,0.0,,
Kepler-668 b,Kepler-668,TIC 350813835,0.87,0.039,-0.049,15.365,0.149,-0.149,13.533,0.035,-0.035,0.0768,,,0.0,,
Kepler-669 b,Kepler-669,TIC 26541079,1.15,0.097,-0.066,15.742,0.026,-0.026,14.198,0.086,-0.086,0.0529,,,0.0,,
K2-33 b,K2-33,TIC 49040478,0.56,0.09,-0.09,15.838,0.126,-0.126,10.026,0.019,-0.019,0.0409,0.0021,-0.0023,0.0,,
HATS-30 b,HATS-30,TIC 281459670,1.093,0.031,-0.031,12.283,0.057,-0.057,10.793,0.019,-0.019,0.04354,0.00042,-0.00042,0.096,,
Kepler-1644 b,Kepler-1644,TIC 279917005,0.89,0.048,-0.052,14.397,0.16,-0.16,12.552,0.027,-0.027,0.142,,,0.0,,
Kepler-1645 b,Kepler-1645,TIC 28229515,1.02,0.064,-0.061,14.566,0.297,-0.297,12.897,0.035,-0.035,0.1285,,,0.0,,
Kepler-739 b,Kepler-739,TIC 159225155,0.93,0.048,-0.059,15.711,0.183,-0.183,13.847,0.046,-0.046,0.1054,,,0.0,,
Kepler-671 b,Kepler-671,TIC 27084006,0.97,0.047,-0.04,15.491,0.332,-0.332,13.769,0.054,-0.054,0.0503,,,0.0,,
Kepler-571 b,Kepler-571,TIC 243271972,0.93,0.04,-0.045,14.951,0.149,-0.149,12.986,0.026,-0.026,0.0546,,,0.0,,
K2-5 b,K2-5,TIC 38064757,0.61,0.13,-0.13,14.974,0.275,-0.275,11.595,0.023,-0.023,0.0532,0.0038,-0.0038,,,
HATS-62 b,HATS-62,TIC 336732544,0.896,0.015,-0.01,14.171,0.137,-0.137,12.109,0.026,-0.026,0.04163,0.00024,-0.00016,0.298,,
HATS-65 b,HATS-65,TIC 169504920,1.257,0.028,-0.028,12.679,0.069,-0.069,11.095,0.023,-0.023,0.04497,0.00033,-0.00033,0.062,,
Kepler-726 b,Kepler-726,TIC 63000832,0.88,0.049,-0.053,15.362,0.092,-0.092,13.329,0.043,-0.043,0.1406,,,0.0,,
Kepler-1143 c,Kepler-1143,TIC 121215172,0.81,0.049,-0.046,15.493,0.16,-0.16,13.075,0.03,-0.03,0.6477,,,0.0,,
Kepler-564 b,Kepler-564,TIC 272838324,0.95,0.058,-0.062,14.883,0.172,-0.172,13.09,0.03,-0.03,0.0484,,,0.0,,
Kepler-653 b,Kepler-653,TIC 123445166,1.02,0.048,-0.038,13.498,0.114,-0.114,11.793,0.011,-0.011,0.11945,0.00109,-0.00109,0.0,,
Kepler-154 d,Kepler-154,TIC 416282268,0.98,0.04,-0.044,14.646,0.092,-0.092,12.986,0.029,-0.029,0.14354,0.00157,-0.00157,0.0,,
Kepler-673 b,Kepler-673,TIC 417657148,0.88,0.038,-0.048,15.592,0.183,-0.183,13.669,0.048,-0.048,0.0455,,,0.0,,
K2-16 b,K2-16,TIC 281886199,0.68,0.03,-0.03,14.668,0.137,-0.137,12.087,0.023,-0.023,0.0667,0.0011,-0.0011,,,
Kepler-742 b,Kepler-742,TIC 164558468,0.76,0.029,-0.039,15.357,0.103,-0.103,12.817,0.032,-0.032,0.0744,,,0.0,,
Kepler-148 d,Kepler-148,TIC 159171904,0.86,0.038,-0.044,15.398,0.08,-0.08,13.359,0.031,-0.031,0.2607,,,0.0,,
Kepler-501 b,Kepler-501,TIC 169176340,1.03,0.081,-0.062,14.886,0.16,-0.16,13.34,0.037,-0.037,0.0627,,,0.0,,
K2-8 c,K2-8,TIC 38114658,0.78,0.04,-0.04,14.801,0.32,-0.32,12.245,0.03,-0.03,0.0532,0.0009,-0.0009,,,
Kepler-1534 b,Kepler-1534,TIC 63285279,0.9,0.048,-0.047,16.429,0.0469,-0.0469,13.93,0.064,-0.064,0.0599,,,0.0,,
Kepler-655 b,Kepler-655,TIC 273044848,1.15,0.06,-0.051,13.568,0.069,-0.069,12.214,0.02,-0.02,0.25697,0.0026,-0.0026,0.0,,
Kepler-616 b,Kepler-616,TIC 271355361,0.98,0.058,-0.054,15.021,0.058,-0.058,13.448,0.044,-0.044,0.0927,,,0.0,,
Kepler-677 b,Kepler-677,TIC 267746941,1.0,0.046,-0.054,15.504,0.057,-0.057,13.686,0.039,-0.039,0.067,,,0.0,,
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,TIC 437034946,1.01,0.02,-0.02,14.569,0.149,-0.149,12.965,0.029,-0.029,,,,0.3,0.08,-0.08
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,TIC 437034879,0.96,0.01,-0.01,14.684,0.114,-0.114,13.105,0.028,-0.028,,,,0.28,0.09,-0.09
Kepler-656 b,Kepler-656,TIC 158731243,0.86,0.042,-0.045,15.549,0.183,-0.183,13.503,0.033,-0.033,0.02231,0.00019,-0.00019,0.0,,
Kepler-587 b,Kepler-587,TIC 158838923,0.92,0.045,-0.054,15.011,0.092,-0.092,13.25,0.027,-0.027,0.0952,,,0.0,,
Kepler-483 b,Kepler-483,TIC 137342400,1.28,0.095,-0.067,13.452,0.08,-0.08,12.222,0.024,-0.024,0.19471,0.00178,-0.00178,0.0,,
Kepler-679 b,Kepler-679,TIC 27766596,0.87,0.047,-0.054,15.771,0.137,-0.137,13.692,0.05,-0.05,0.0983,,,0.0,,
K2-48 b,K2-48,TIC 397022282,0.77,0.02,-0.02,14.345,0.08,-0.08,11.838,0.027,-0.027,0.1344,0.0012,-0.0012,,,
K2-47 b,K2-47,TIC 301603728,0.75,0.02,-0.02,14.065,0.114,-0.114,11.735,0.027,-0.027,0.1779,0.0016,-0.0016,,,
Kepler-610 b,Kepler-610,TIC 275491028,1.1,0.087,-0.066,14.816,0.229,-0.229,13.267,0.048,-0.048,0.0719,,,0.0,,
Kepler-1542 e,Kepler-1542,TIC 279915941,0.94,0.032,-0.031,12.734,0.092,-0.092,10.989,0.019,-0.019,0.05649,0.00041,-0.00041,0.0,,
Kepler-1600 b,Kepler-1600,TIC 137151626,0.86,0.036,-0.039,16.076,0.138,-0.138,13.896,0.062,-0.062,0.98141,0.01083,-0.01083,0.0,,
Kepler-623 b,Kepler-623,TIC 272842291,0.9,0.042,-0.049,15.028,0.149,-0.149,13.211,0.033,-0.033,0.0854,,,0.0,,
Kepler-680 b,Kepler-680,TIC 26473621,1.08,0.099,-0.057,15.321,0.286,-0.286,13.764,0.057,-0.057,0.0469,,,0.0,,
Kepler-681 b,Kepler-681,TIC 299217986,0.8,0.037,-0.046,15.584,0.103,-0.103,13.172,0.035,-0.035,0.1635,,,0.0,,
K2-180 b,K2-180,TIC 366411016,0.735,0.035,-0.029,12.557,0.046,-0.046,10.677,0.026,-0.026,0.0756,0.0012,-0.001,0.075,0.08,-0.051
WASP-113 b,WASP-113,TIC 310003988,1.318,0.069,-0.069,11.761,0.057,-0.057,10.311,0.021,-0.021,0.05885,0.0001,-0.0001,0.0,,
WASP-114 b,WASP-114,TIC 466390120,1.289,0.053,-0.053,12.685,0.069,-0.069,11.074,0.028,-0.028,0.02851,0.00039,-0.00039,0.012,0.022,-0.009
Kepler-727 b,Kepler-727,TIC 271351820,0.89,0.047,-0.056,15.453,0.069,-0.069,13.432,0.038,-0.038,0.0546,,,0.0,,
Kepler-1518 b,Kepler-1518,TIC 239289191,1.54,0.21,-0.182,13.374,0.08,-0.08,12.058,0.023,-0.023,0.0593,,,0.0,,
Kepler-554 b,Kepler-554,TIC 27843707,0.93,0.038,-0.033,14.49,0.114,-0.114,12.615,0.026,-0.026,0.03022,0.00028,-0.00028,0.0,,
Kepler-596 b,Kepler-596,TIC 416267321,1.21,0.186,-0.098,14.128,0.08,-0.08,12.715,0.028,-0.028,0.15161,0.00143,-0.00143,0.0,,
Kepler-1185 b,Kepler-1185,TIC 121121775,0.96,0.02,-0.024,12.63,0.046,-0.046,10.981,0.017,-0.017,0.4297,,,0.0,,
Kepler-650 b,Kepler-650,TIC 158934047,1.08,0.079,-0.047,13.825,0.08,-0.08,12.144,0.022,-0.022,0.0421,,,0.0,,
Kepler-661 b,Kepler-661,TIC 164557360,0.7,0.033,-0.043,16.016,0.229,-0.229,13.231,0.042,-0.042,0.0585,,,0.0,,
Kepler-589 b,Kepler-589,TIC 123129910,0.88,0.034,-0.041,14.775,0.035,-0.035,12.865,0.026,-0.026,0.1196,,,0.0,,
Kepler-682 b,Kepler-682,TIC 299161524,0.92,0.043,-0.052,15.556,0.149,-0.149,13.478,0.042,-0.042,0.1058,,,0.0,,
Kepler-574 b,Kepler-574,TIC 406952542,0.95,0.048,-0.054,14.671,0.08,-0.08,12.921,0.035,-0.035,0.0723,,,0.0,,
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,,1.06,0.05,-0.05,20.66,,,,,,4.0,0.5,-0.5,,,
Kepler-728 b,Kepler-728,TIC 159580427,0.95,0.055,-0.057,15.585,0.115,-0.115,13.937,0.049,-0.049,0.0625,,,0.0,,
Kepler-566 b,Kepler-566,TIC 159727092,0.83,0.039,-0.046,15.217,0.08,-0.08,12.929,0.025,-0.025,0.1247,,,0.0,,
CoRoT-1 b,CoRoT-1,TIC 36352297,0.95,0.15,-0.15,13.623,0.114,-0.114,12.149,0.027,-0.027,0.02752,0.00022,-0.00023,0.0,,
Kepler-108 b,Kepler-108,TIC 271164755,1.247,0.082,-0.067,12.657,0.069,-0.069,10.983,0.017,-0.017,0.292,,,0.22,0.19,-0.12
KELT-10 b,KELT-10,TIC 269217040,1.112,0.055,-0.061,10.617,0.008,-0.008,9.338,0.023,-0.023,0.0525,0.00086,-0.00097,,,
Kepler-719 b,Kepler-719,TIC 271767300,0.99,0.08,-0.07,16.128,0.103,-0.103,14.126,0.065,-0.065,0.0556,,,0.0,,
Kepler-559 b,Kepler-559,TIC 272488625,0.96,0.073,-0.064,14.863,0.08,-0.08,12.977,0.027,-0.027,0.1277,,,0.0,,
Kepler-548 b,Kepler-548,TIC 269269546,0.93,0.088,-0.067,15.266,0.08,-0.08,13.071,0.031,-0.031,0.0495,,,0.0,,
Kepler-1629 b,Kepler-1629,TIC 351766445,1.01,0.047,-0.052,12.786,0.08,-0.08,11.218,0.018,-0.018,0.0485,,,0.0,,
WASP-119 b,WASP-119,TIC 388104525,1.02,0.06,-0.06,12.314,0.057,-0.057,10.545,0.021,-0.021,0.0363,0.0007,-0.0007,0.058,,
Kepler-645 b,Kepler-645,TIC 159381747,1.13,0.144,-0.087,13.944,0.172,-0.172,12.589,0.021,-0.021,0.04541,0.00054,-0.00054,0.0,,
HATS-11 b,HATS-11,TIC 11439959,1.33,0.09,-0.09,14.06,0.103,-0.103,12.243,0.025,-0.025,0.0507,0.0012,-0.0012,0.34,,
HATS-12 b,HATS-12,TIC 11270200,1.16,0.04,-0.04,12.831,0.057,-0.057,11.391,0.023,-0.023,0.0441,0.0005,-0.0005,0.085,,
HATS-15 b,HATS-15,TIC 271898990,0.871,0.023,-0.023,14.909,0.172,-0.172,12.724,0.032,-0.032,0.02712,0.00023,-0.00023,0.126,,
Kepler-731 b,Kepler-731,TIC 272366748,1.03,0.092,-0.061,15.386,0.172,-0.172,13.775,0.049,-0.049,0.0505,,,0.0,,
Kepler-646 b,Kepler-646,TIC 159441621,0.93,0.057,-0.061,14.026,0.126,-0.126,12.089,0.016,-0.016,0.11251,0.00049,-0.00049,0.0,,
Kepler-547 b,Kepler-547,TIC 158171456,0.78,0.032,-0.041,14.48,0.08,-0.08,11.998,0.016,-0.016,0.058,,,0.0,,
Kepler-606 b,Kepler-606,TIC 63286249,1.13,0.175,-0.104,14.895,0.08,-0.08,13.202,0.036,-0.036,0.17,,,0.0,,
Kepler-734 b,Kepler-734,TIC 272845785,0.85,0.033,-0.038,14.469,0.149,-0.149,12.668,0.025,-0.025,0.0583,,,0.0,,
Kepler-590 b,Kepler-590,TIC 27905500,1.1,0.094,-0.078,14.554,0.08,-0.08,12.936,0.031,-0.031,0.0647,,,0.0,,
Kepler-567 b,Kepler-567,TIC 28231454,0.84,0.038,-0.043,14.827,0.057,-0.057,12.724,0.029,-0.029,0.1229,,,0.0,,
HD 221585 b,HD 221585,TIC 270730826,1.19,0.12,-0.12,7.457,0.017,-0.017,5.781,0.029,-0.029,2.306,0.081,-0.081,0.123,0.069,-0.069
Kepler-721 b,Kepler-721,TIC 164726831,0.82,0.036,-0.042,15.963,0.103,-0.103,13.627,0.048,-0.048,0.0583,,,0.0,,
Kepler-1640 b,Kepler-1640,TIC 377915723,1.27,0.207,-0.097,14.754,0.092,-0.092,13.079,0.036,-0.036,0.0836,,,0.0,,
Kepler-736 b,Kepler-736,TIC 351909600,0.86,0.041,-0.046,15.809,0.115,-0.115,13.82,0.051,-0.051,0.0428,,,0.0,,
Kepler-613 b,Kepler-613,TIC 164407908,0.98,0.047,-0.053,14.795,0.149,-0.149,13.067,0.035,-0.035,0.1232,,,0.0,,
Kepler-619 b,Kepler-619,TIC 417659212,1.09,0.072,-0.061,14.84,0.046,-0.046,13.291,0.037,-0.037,0.06014,0.00036,-0.00036,0.0,,
Kepler-665 b,Kepler-665,TIC 27988995,0.79,0.037,-0.044,15.612,0.126,-0.126,13.214,0.035,-0.035,0.1148,,,0.0,,
KELT-14 b,KELT-14,TIC 134537478,1.239,0.039,-0.039,11.001,0.009,-0.009,9.424,0.023,-0.023,0.03005,0.00031,-0.00031,0.0,,
WASP-120 b,WASP-120,TIC 152476657,1.393,0.057,-0.057,10.96,0.007,-0.007,9.877,0.023,-0.023,0.0514,0.0007,-0.0007,0.057,0.022,-0.018
Kepler-614 b,Kepler-614,TIC 274017990,0.85,0.051,-0.054,14.81,0.069,-0.069,12.662,0.023,-0.023,0.1027,,,0.0,,
HATS-25 b,HATS-25,TIC 437333618,0.994,0.035,-0.035,13.172,0.08,-0.08,11.416,0.021,-0.021,0.05163,0.0006,-0.0006,0.176,,
HATS-26 b,HATS-26,TIC 315002523,1.299,0.113,-0.056,13.006,0.103,-0.103,11.435,0.021,-0.021,0.04735,0.00133,-0.00068,0.245,,
Kepler-609 b,Kepler-609,TIC 63126989,1.09,0.086,-0.077,14.96,0.069,-0.069,13.281,0.038,-0.038,0.0682,,,0.0,,
Kepler-615 b,Kepler-615,TIC 123492903,0.73,0.035,-0.045,14.623,0.126,-0.126,11.966,0.011,-0.011,0.085,,,0.0,,
Kepler-506 b,Kepler-506,TIC 120317234,1.19,0.028,-0.033,11.094,0.01,-0.01,9.617,0.017,-0.017,0.07437,0.00062,-0.00062,0.0,,
WASP-130 b,WASP-130,TIC 243200602,1.04,0.04,-0.04,11.104,0.012,-0.012,9.461,0.026,-0.026,0.1012,0.0014,-0.0014,0.0,,
TRAPPIST-1 g,TRAPPIST-1,TIC 278892590,0.0898,0.0023,-0.0023,17.02,0.2,-0.2,10.296,0.023,-0.023,0.04683,0.0004,-0.0004,0.00208,0.00058,-0.00058
WASP-139 b,WASP-139,TIC 159951311,0.92,0.1,-0.1,12.456,0.046,-0.046,10.472,0.021,-0.021,0.062,0.002,-0.002,0.0,,
GJ 3138 d,GJ 3138,TIC 632528291,0.681,,,10.8275,0.0459,-0.0459,7.246,0.016,,0.698,0.018,-0.019,0.32,0.2,-0.21
K2-75 b,K2-75,TIC 250996363,1.16,0.06,-0.06,12.803,0.057,-0.057,11.178,0.019,-0.019,0.081,0.0014,-0.0014,,,
K2-75 c,K2-75,TIC 250996363,1.16,0.06,-0.06,12.803,0.057,-0.057,11.178,0.019,-0.019,0.1429,0.0025,-0.0025,,,
K2-125 b,K2-125,TIC 405673618,0.494727,0.050755,-0.057375,16.4,0.2,-0.2,11.802,0.023,-0.023,0.121,0.004,-0.005,0.08,0.161049,-0.066906
WASP-141 b,WASP-141,TIC 117979897,1.25,0.06,-0.06,12.65,0.103,-0.103,11.194,0.026,-0.026,0.0469,0.0007,-0.0007,0.0,,
WASP-142 b,WASP-142,TIC 423275733,1.33,0.08,-0.08,12.871,0.057,-0.057,11.442,0.029,-0.029,0.0347,0.0007,-0.0007,0.0,,
GJ 273 b,GJ 273,TIC 318686860,0.29,,,9.84,0.1,-0.1,4.857,0.023,-0.023,0.091101,1.9e-05,-1.7e-05,0.1,0.09,-0.07
K2-80 c,K2-80,TIC 242961495,0.9,0.08,-0.08,12.694,0.092,-0.092,10.313,0.017,-0.017,0.0596,0.0018,-0.0018,,,
K2-83 b,K2-83,TIC 242988068,0.484,0.02,-0.02,14.522,0.015,-0.015,10.765,0.018,-0.018,0.03014,0.00041,-0.00041,0.07,0.139767,-0.053944
K2-130 b,K2-130,TIC 12181371,0.69563,0.069563,-0.069563,12.676,0.092,-0.092,9.858,0.023,-0.023,0.032,0.001,-0.001,0.17,0.220344,-0.135968
GJ 3293 e,GJ 3293,TIC 178872239,0.42,,,11.945,0.037,-0.037,7.486,0.033,-0.033,0.08208,3e-05,-4e-05,0.21,0.2,-0.14
GJ 3293 d,GJ 3293,TIC 178872239,0.42,,,11.945,0.037,-0.037,7.486,0.033,-0.033,0.19394,0.00017,-0.00018,0.12,0.13,-0.09
